feature,importance_mean,importance_std,importance_cv,presence_rate
rfm_monetary_value_3m_X_behavior_amt_recent,0.00035881700880289514,0.00011497694914418616,0.3204324931398439,0.0
behavior_amt_previous_6m_DIV_behavior_amt_previous_1m,0.0012260367692684439,0.0006413696342910522,0.523123879514533,0.6
behavior_amt_recent_6m_DIV_rfm_monetary_delta_6m,0.0013955219279756458,0.0006504792000622772,0.4661186047339734,0.6
behavior_amt_recent_6m_X_behavior_amt_previous_3m,0.001055977293425499,0.00046772109639626395,0.44292680948868624,0.4
behavior_amt_recent_3m_X_rfm_monetary_delta_3m,0.0006779395150773788,0.0004018358388678821,0.5927302321237098,0.2
behavior_amt_recent_3m_X_behavior_amt_previous,0.0010021597544573146,0.0004372066250312619,0.43626396572276077,0.2
cc_transaction_all_amt_max_3m,0.0010096001705128489,0.0004466243011043476,0.4423769644378236,0.6
lifecycle_activity_consistency,0.0,0.0,0.0,0.0
behavior_amt_previous_DIV_behavior_amt_recent_3m,0.001962532283978293,0.0004764446850103248,0.24277024440804063,1.0
behavior_amt_previous_6m_X_rfm_monetary_delta_3m,0.0008375257315954083,0.000409555301184166,0.489005646905147,0.2
lifecycle_tenure_days_DIV_behavior_amt_previous_1m,0.0014902449782100684,0.000631428261222913,0.4237074083443059,0.8
lifecycle_txn_share_6m,0.010660053133067112,0.007847429410299454,0.7361528667998978,1.0
rfm_monetary_delta_6m_DIV_behavior_amt_recent_1m,0.0007607935998680919,0.0004640139051046311,0.6099069383314271,0.2
behavior_products_previous_3m,0.0001319079619349897,7.93419584857372e-05,0.6014902802801243,0.0
behavior_products_change_pct,0.0009714418674787136,0.00027710873844815064,0.28525479750276994,0.4
eft_to_cc_amt_ratio,0.003858673919569758,0.00061685892283806,0.15986288964369139,1.0
behavior_amt_previous_6m_X_behavior_amt_recent,0.0027431345200724334,0.0012071983288135634,0.44007972627677067,1.0
behavior_amt_recent_DIV_rfm_monetary_delta_6m,0.0019304641634596011,0.0003952826474692246,0.20476031111632992,1.0
behavior_amt_recent_3m_DIV_behavior_amt_previous_3m,0.0012093422476337112,0.0008684472872056508,0.7181148023151557,0.4
eft_to_cc_cnt_ratio,0.002304479168071967,0.0010273480442609736,0.445804680159387,1.0
rfm_monetary_value_3m_X_behavior_amt_previous_3m,0.00011127771283189025,9.471230698988937e-05,0.8511269098967033,0.0
behavior_amt_previous_3m_X_behavior_amt_recent_1m,0.0007197498067547231,0.00033057452265358695,0.4592902426106487,0.2
rfm_monetary_value_3m_X_behavior_amt_previous,0.0,0.0,0.0,0.0
mobile_eft_all_amt_mean_12m,0.001554386988334993,0.0006907262566653741,0.4443718439983934,0.8
eft_cnt_index_3m_12m,0.002446568150482635,0.0006737215483139217,0.2753740061592032,1.0
rfm_monetary_value_6m_DIV_behavior_amt_recent,0.0008077177606408565,0.0007219334704217287,0.8937931190912732,0.4
rfm_monetary_value_3m_DIV_behavior_amt_recent_3m,0.00013661488849846582,0.00012302764451451093,0.9005368692228835,0.0
time_active_months_last_6m,0.0,0.0,0.0,0.0
behavior_amt_previous_3m_X_time_days_since_account_open,0.0015637639425073748,0.0004953344912697614,0.31675763908323157,0.8
cc_cnt_vol_spike_6m,0.003391407066912118,0.0010530351432887033,0.3105008664579528,1.0
behavior_products_recent_6m,0.01750596506978968,0.0017516775126534333,0.10006174498854598,1.0
time_days_between_last_two_txn,0.0,0.0,0.0,0.0
behavior_amt_previous_6m_DIV_behavior_amt_recent_1m,0.0016918895770448965,0.0003543044606115953,0.20941334233945166,1.0
behavior_amt_previous_X_rfm_monetary_delta_6m,0.0010469225071097503,0.0005773384538282072,0.5514619262128041,0.6
behavior_amt_recent,2.2919218237019817e-05,4.5838436474039634e-05,1.9999127407959507,0.0
time_days_since_account_open_X_rfm_monetary_delta_6m,0.0010931470185497655,0.00046380541497837043,0.42428418394215456,0.4
mobile_eft_all_cnt_max_6m,0.00385216140636428,0.0012907071847602027,0.3350604280410879,1.0
eft_amt_collapse_3v12,0.0022180431561649406,0.0008242911984603927,0.3716297514498606,1.0
behavior_amt_previous_3m_DIV_behavior_amt_previous,0.0008565912342539962,0.0002570613774372717,0.30009772112999106,0.2
avg_active_products,0.3327635256659631,0.027311822253231893,0.082075768720435,1.0
behavior_txn_recent_share_1m_over_6m,0.0,0.0,0.0,0.0
behavior_amt_previous_3m,0.00016958535452504448,0.0002196628695743024,1.2952862285972582,0.0
behavior_txn_count_recent_3m,0.0,0.0,0.0,0.0
behavior_amt_recent_6m_DIV_rfm_monetary_value_3m,0.0003014455970471309,0.00025416638328602456,0.843155589665807,0.0
behavior_amt_recent_3m_DIV_rfm_monetary_delta_6m,0.0005059669770224352,0.0003613352888080475,0.7141465571289018,0.2
behavior_amt_recent_DIV_behavior_amt_previous_3m,0.0002822778011138977,0.00014791781901273747,0.52401320407002,0.0
cc_transaction_all_amt_trend_max,0.0015937252937018264,0.0008508112799652998,0.5338503125207771,0.6
time_active_months_last_3m,0.0,0.0,0.0,0.0
mobile_eft_all_amt_std_1m,0.0,0.0,0.0,0.0
time_days_since_account_open_DIV_rfm_monetary_delta_6m,0.002471228488259273,0.00027714688086563725,0.11214939048856151,1.0
behavior_amt_recent_3m_X_lifecycle_tenure_days,0.00126717483979103,0.0005885669730634947,0.4644714289696017,0.6
behavior_amt_recent_6m_DIV_behavior_amt_recent_1m,0.001732661176048966,0.0005789155829610698,0.33411913237535196,0.8
cc_transaction_all_amt_std_6m,0.0014936338573750421,0.00044753713937180573,0.29962954945917686,0.8
behavior_txn_count_change_pct_3m,0.0,0.0,0.0,0.0
rfm_monetary_value_X_behavior_amt_recent_1m,0.0008296131053983508,0.0005106207732350079,0.6154919135443413,0.4
eft_amt_vol_spike_3v12,0.0023345814485850494,0.0007737106432681888,0.33141285874787657,1.0
behavior_txn_count_change_ratio_3m,0.0,0.0,0.0,0.0
behavior_amt_previous_6m_DIV_lifecycle_tenure_days,0.0015803885233168287,0.0005763675417310387,0.36469967259805186,0.8
mobile_eft_all_amt_mean_6m,0.002075463130603013,0.0009291245323768063,0.44767072515334444,1.0
rfm_frequency_delta_3m,0.0,0.0,0.0,0.0
cc_transaction_all_cnt_sum_6m,0.002407080342984037,0.0007840075484899618,0.32570878868515296,1.0
rfm_monetary_value_6m_X_behavior_amt_recent,0.0002675474376056068,0.00015254016163546085,0.5701403566419637,0.0
cc_cnt_recency_intensity,0.0029380046572966417,0.0010350158717347426,0.35228518677771903,1.0
eft_amt_vol_spike_6m,0.00026128828970327275,0.00019723374759006226,0.7548481907316074,0.0
time_avg_days_between_txn,0.006289863981459774,0.0019595655804694255,0.3115433457229224,1.0
time_txn_count_last_6m,0.0,0.0,0.0,0.0
rfm_monetary_value_3m_X_rfm_monetary_delta_3m,0.00014866251299545661,0.00011029447755785064,0.741906842745075,0.0
behavior_amt_recent_3m_X_behavior_amt_recent_1m,0.0007390906665571079,0.0003620754062263688,0.489892421481378,0.2
behavior_amt_recent_3m_DIV_time_days_since_account_open,0.0023661608091746457,0.0004365743657694611,0.18450740100557414,1.0
cc_transaction_all_amt_trend_mean,0.0023181203873360256,0.000799336348414343,0.3448207469984722,1.0
behavior_amt_recent_DIV_behavior_amt_previous,6.877562170495276e-05,8.516910852296793e-05,1.2383438792375971,0.0
rfm_monetary_value_6m_DIV_lifecycle_tenure_days,0.0010750664857993456,0.0004284592202956862,0.3985416971076134,0.6
cc_transaction_all_cnt_sum_1m,0.013967129793829431,0.0020375225017981733,0.1458798182586172,1.0
behavior_amt_previous_6m_X_rfm_monetary_value_3m,0.00020170785401771437,0.0001539801159640205,0.7633780713983817,0.0
rfm_monetary_value_3m_DIV_time_days_since_account_open,0.0004538774347334136,0.0002529948824947247,0.557406704381806,0.0
eft_cnt_collapse_3v12,0.0006678457263856668,0.00018718338840468689,0.2802789637342515,0.0
behavior_products_change_pct_3m,8.527886481113139e-05,0.00010980748093898185,1.2876132154075475,0.0
behavior_amt_recent_X_rfm_monetary_delta_6m,0.0005279317163631906,0.00016068626076802816,0.3043688253968414,0.0
time_days_since_account_open_DIV_behavior_amt_recent_1m,0.0015370170444263729,0.0004995969757637406,0.32504301271895225,0.8
behavior_amt_recent_6m_DIV_rfm_monetary_delta_3m,0.0019039111530509873,0.0009095118509821445,0.47770683617133647,0.8
rfm_monetary_value_3m_X_time_days_since_account_open,0.00042453970873764895,0.00024311681163107808,0.5726584203290517,0.0
rfm_monetary_value_6m_X_rfm_monetary_value_3m,8.887610509622683e-05,0.0001118361407198078,1.2583233960953535,0.0
mobile_eft_all_amt_max_6m,0.0007750262620758285,0.0004115182201055221,0.5309725737947774,0.4
cc_transaction_all_cnt_max_12m,0.007777289717213344,0.0019800400808159223,0.254592524930762,1.0
behavior_amt_recent_3m_X_rfm_monetary_delta_6m,0.0001746478855342823,0.00015875318675157008,0.9089848255596684,0.0
cc_cnt_collapse_3v12,0.0034988049800527233,0.0009933216856301975,0.28390304900965935,1.0
behavior_amt_previous_3m_DIV_rfm_monetary_value_3m,0.0003542280821501423,0.00020686180720374368,0.5839774813183293,0.0
rfm_monetary_value_6m_DIV_behavior_amt_previous_1m,0.0018916620493867916,0.0009564536105089562,0.5056152102875846,0.6
lifecycle_products_avg_3m,0.002315468112718303,0.003674711321939029,1.587026707354783,0.2
rfm_monetary_value_6m_DIV_rfm_monetary_delta_3m,0.0002678712588802032,0.00014683285024575445,0.5481450406980011,0.0
behavior_amt_recent_DIV_time_days_since_account_open,8.164527432067126e-05,0.00010028848977239744,1.2283290402022218,0.0
month_sin,0.001150472488250525,0.00048446931824645335,0.42110428722974297,0.6
behavior_amt_previous_DIV_rfm_monetary_delta_6m,0.002602117026056924,0.00045886086319925254,0.176341295284972,1.0
behavior_amt_recent_3m_DIV_behavior_amt_previous_1m,0.0029908373941632477,0.0009524281809885398,0.318448560392713,1.0
cc_transaction_all_amt_mean_12m,0.0007773829658615785,0.00029756482076618576,0.3827771523900589,0.2
rfm_monetary_value_X_behavior_amt_previous_6m,0.0007895808952168985,0.0003064329022555433,0.38809514771278547,0.2
behavior_amt_recent_X_lifecycle_tenure_days,0.0,0.0,0.0,0.0
behavior_amt_previous_6m,0.0008747601432256195,0.0002792615038563493,0.3192431511379122,0.4
behavior_amt_recent_3m_X_behavior_amt_previous_1m,0.0006053261599143275,0.0003392770537733929,0.5604854304264343,0.2
cc_amt_personal_z,0.0031067313532011057,0.0006057563636142158,0.19498183130904675,1.0
behavior_amt_previous_6m_DIV_rfm_monetary_value_3m,0.0007679529547009671,0.00036392539395838834,0.4738896020140907,0.2
rfm_monetary_value_X_behavior_amt_previous_3m,0.0011656710212307434,0.0007735269160530954,0.6635888156913881,0.4
behavior_amt_recent_6m_X_rfm_monetary_value_3m,0.0,0.0,0.0,0.0
behavior_amt_change_pct_6m,0.0007924102769385757,0.0003412445942038923,0.4306407595841725,0.2
behavior_amt_previous_3m_DIV_time_days_since_account_open,0.001340260944658048,0.0005292856380947413,0.39491208431631053,0.8
tenure_group_encoded,0.000157257712320084,9.016675333213601e-05,0.5733657105662345,0.0
behavior_amt_previous_3m_DIV_rfm_monetary_delta_3m,0.0014781632891841857,0.0004363180777705957,0.29517563166906446,0.8
time_activity_acceleration_1m_vs_3m,0.0,0.0,0.0,0.0
time_days_since_first_txn,0.001139713698855392,0.0006478849687692525,0.5684624138127894,0.6
active_months_12m,0.0,0.0,0.0,0.0
behavior_amt_previous_6m_DIV_behavior_amt_previous,0.0013412399627323545,0.0006250672264384945,0.4660364869598954,0.6
rfm_monetary_value_6m_X_behavior_amt_previous_1m,0.0010741571493882369,0.0002505501182485594,0.2332525414355928,0.6
time_activity_decay_rate,0.0,0.0,0.0,0.0
time_txn_per_month_last_6m,0.0,0.0,0.0,0.0
mobile_eft_all_cnt_sum_1m,0.007606293744380345,0.0015105878896454457,0.1985970752397536,1.0
mobile_eft_all_amt_max_1m,0.0038000048632024406,0.00048529929511891446,0.1277101437706547,1.0
rfm_frequency_count_6m,0.0,0.0,0.0,0.0
work_type_encoded,0.0004322621003007889,0.00031603505802430963,0.731117363023579,0.0
behavior_amt_previous_6m_DIV_behavior_amt_recent,0.00011569301581068991,0.0001073996424600808,0.9283076718144075,0.0
days_since_last_cc,0.0012981372311069229,0.0002635057038526786,0.20298739959918383,0.8
rfm_monetary_value_6m_DIV_rfm_monetary_delta_6m,0.00026468474055758753,0.00016261372049507876,0.6143652474535135,0.0
active_product_category_nbr_mean_6m,0.0047609396417222245,0.0005208267412079364,0.10939576449319736,1.0
time_txn_per_month_last_3m,0.0,0.0,0.0,0.0
behavior_txn_count_change_pct,0.0,0.0,0.0,0.0
rfm_monetary_value_X_behavior_amt_recent_3m,0.0006725108396094228,0.0003606611708147408,0.5362896971809498,0.2
mobile_eft_all_cnt_cv,0.0042482766758370335,0.0011622253868661663,0.2735756641983564,1.0
behavior_amt_recent_3m_DIV_behavior_amt_recent_1m,0.00506923955524422,0.0008771568631420576,0.17303516248299228,1.0
behavior_amt_recent_6m,0.00047611548131508186,0.00039640315849070237,0.8325760061819258,0.0
behavior_amt_previous_6m_DIV_rfm_monetary_delta_3m,0.001377055663806938,0.0007380554976000947,0.5359659605870579,0.8
lifecycle_txn_share_3m,5.152485375617723e-05,6.95365476180404e-05,1.3495467333174258,0.0
rfm_monetary_value_DIV_behavior_amt_previous_6m,0.00043371784517001483,0.00029984359635947227,0.6913317226092299,0.0
behavior_amt_previous_3m_X_rfm_monetary_delta_3m,0.0007105486674529548,0.0002923830588063768,0.4114885590678788,0.2
cc_transaction_all_amt_trend_min,0.0027660210878431377,0.0007086609333846565,0.25620219610655726,1.0
mobile_eft_all_cnt_max_12m,0.004497208796639486,0.0012291046264619012,0.2733038221566498,1.0
eft_amt_burst_fano_6m,0.001675103040133084,0.000492513061506068,0.29401938608358846,0.8
behavior_txn_count_recent,0.0,0.0,0.0,0.0
cc_cnt_personal_z,0.018956245242879678,0.0003546673789770404,0.01870978960880824,1.0
lifecycle_tenure_days_X_rfm_monetary_delta_3m,0.0013699649954892344,0.0006287956484616333,0.4589863182969599,0.8
time_days_since_last_txn,0.0,0.0,0.0,0.0
behavior_amt_previous_6m_X_behavior_amt_previous_1m,0.0024898051826757017,0.00042521268264091543,0.1707814389728743,1.0
time_days_since_account_open_DIV_behavior_amt_previous_1m,0.0001548097564149753,0.00017123445044843165,1.106088843009281,0.0
behavior_amt_recent_share_1m_over_6m,0.0015540648977617195,0.0005798470018315783,0.3731160967284056,1.0
behavior_amt_previous_3m_DIV_rfm_monetary_delta_6m,0.00043288719614037626,0.00030279394206189235,0.6994737781293137,0.0
rfm_monetary_value_6m_DIV_rfm_monetary_value_3m,5.5846300224307925e-05,0.00011169260044861586,1.999964188062951,0.0
rfm_monetary_value_3m_DIV_rfm_monetary_delta_3m,0.0011141252405951312,0.00027759597926254193,0.2491602559457346,0.8
behavior_amt_recent_6m_X_behavior_amt_recent_1m,0.00059370324551842,0.00011339325645818802,0.19099283408218432,0.0
rfm_score,0.0,0.0,0.0,0.0
behavior_amt_previous_6m_X_time_days_since_account_open,0.001622033455834131,0.0005328817666219002,0.3285267860403532,0.8
behavior_amt_previous_3m_X_behavior_amt_recent_3m,0.001334258186021327,0.00016576452684259315,0.12423712617403224,1.0
rfm_monetary_value_X_rfm_monetary_value_6m,0.0004325464974424801,0.00028240318097619787,0.6528836316149341,0.0
behavior_amt_recent_DIV_lifecycle_tenure_days,7.086950706890318e-05,9.437625052856581e-05,1.3316717268130929,0.0
rfm_monetary_value_6m_X_behavior_amt_previous,9.56643824377608e-05,8.11062387918894e-05,0.8478117865117669,0.0
behavior_amt_recent_3m_X_behavior_amt_previous_3m,0.0,0.0,0.0,0.0
active_product_category_nbr_max_6m,0.00012121834170250538,0.00015011697327957222,1.238391259770961,0.0
mobile_eft_all_cnt_std_3m,0.0005776421344703393,0.00047236341450725947,0.8177426274448593,0.2
mobile_eft_all_cnt_mean_1m,0.000887901023401659,0.0006681147237564567,0.752464468091681,0.4
rfm_monetary_value_6m_X_lifecycle_tenure_days,0.0009369943557934022,0.0004383780088833395,0.467855049838686,0.4
behavior_txn_count_previous_6m,0.0,0.0,0.0,0.0
behavior_products_change_pct_1m,5.4852784212343754e-05,6.7188243096832e-05,1.2248606739097614,0.0
rfm_monetary_value_3m_DIV_rfm_monetary_delta_6m,2.382697742373198e-05,4.765395484746396e-05,1.999916065053931,0.0
rfm_r_score,0.0,0.0,0.0,0.0
behavior_amt_recent_3m_X_behavior_amt_recent,0.0,0.0,0.0,0.0
cc_transaction_all_amt_max_12m,0.0016304874731836983,0.00033841650082242674,0.20755528566334072,1.0
rfm_avg_transaction_value,0.0006340134139719994,0.0002471837239389645,0.3898708270532807,0.2
rfm_frequency_per_day,0.0,0.0,0.0,0.0
behavior_amt_previous_X_rfm_monetary_value_3m,0.000233325890213992,0.00022011643820063077,0.9433822136777914,0.0
cc_transaction_all_cnt_cv,0.0028042194670511627,0.000585119403179957,0.20865670515387533,1.0
behavior_amt_previous_X_behavior_amt_previous_1m,0.0005396026873633966,0.0003643758306847069,0.675265642577638,0.2
behavior_amt_previous_6m_X_behavior_amt_recent_6m,0.0017790083878773094,0.001024167319013272,0.5756952863724317,0.8
time_activity_share_last_3m,0.0,0.0,0.0,0.0
lifecycle_tenure_days_DIV_time_days_since_account_open,0.0033751585005939,0.001131591053325147,0.33527039333282765,1.0
rfm_frequency_count,0.0,0.0,0.0,0.0
cc_transaction_all_cnt_max_1m,0.0039756322226622755,0.0006335761288754029,0.1593648340756972,1.0
behavior_amt_recent_6m_DIV_lifecycle_tenure_days,0.000128150889108029,0.0001586925710877858,1.2383162838435549,0.0
behavior_amt_previous_DIV_time_days_since_account_open,0.00027348802669059457,0.00020957369211499773,0.7662965298863491,0.0
behavior_txn_count_change_ratio_1m,0.0,0.0,0.0,0.0
lifecycle_txn_per_month_3m,0.0,0.0,0.0,0.0
behavior_amt_recent_3m_DIV_behavior_amt_previous,0.0,0.0,0.0,0.0
time_inactive_months_last_12m,0.0,0.0,0.0,0.0
mobile_eft_all_amt_max_3m,0.0006852595497447757,0.0005323836889703923,0.7769069577530443,0.2
rfm_monetary_share_6m,0.0001768524725911474,0.00017275530549394844,0.9768273303478007,0.0
mobile_eft_all_amt_sum_6m,0.00149195335292905,0.0004945853031526352,0.3315016321924665,0.6
cc_transaction_all_amt_max_1m,0.0013285562695671549,0.0004473846863009558,0.33674475052679825,0.6
rfm_monetary_value_6m_X_time_days_since_account_open,0.00017764782469439173,0.0001612777149416639,0.907845662469814,0.0
cc_amt_burstiness_6m,0.003483753273159662,0.0006473488762607536,0.1858193275134837,1.0
cc_transaction_all_amt_max_6m,0.00109229019905566,0.00034538853503965193,0.31620554604693096,0.6
cc_amt_index_3m_12m,0.002739303438296496,0.0005764817722839179,0.21044823066194765,1.0
behavior_amt_previous,4.666138047642328e-05,9.332276095284656e-05,1.999957138920484,0.0
behavior_amt_change_pct,0.0009646650702688053,0.00040363033401570917,0.4184145648485772,0.6
eft_cnt_personal_z,0.006100787315112712,0.00039110936835271904,0.06410800508909205,1.0
behavior_amt_previous_3m_DIV_lifecycle_tenure_days,6.12713610822165e-05,7.512899796556415e-05,1.2261482443079765,0.0
cc_cnt_index_3m_12m,0.0005413258603273784,0.0003067276479913183,0.5666218886789001,0.2
lifecycle_days_since_first_txn,0.0,0.0,0.0,0.0
behavior_amt_previous_1m,0.0008793390657904172,0.0004044175581013837,0.4599103052786099,0.6
cc_transaction_all_cnt_mean_6m,0.0003716880161543999,0.00022259643701727708,0.5988781678843326,0.0
behavior_amt_previous_6m_DIV_behavior_amt_previous_3m,0.0004897502959575014,0.00022141416616207286,0.45209511029305427,0.0
time_days_since_account_open,0.00020444825310503818,0.0001734566774241836,0.8484094453261133,0.0
rfm_monetary_value_6m_X_behavior_amt_recent_6m,3.522084594138207e-05,7.044169188276415e-05,1.999943217059,0.0
behavior_amt_change_pct_1m,0.0018162443092789224,0.0010854747854509802,0.5976476745214173,0.8
rfm_monetary_value_DIV_behavior_amt_recent_6m,0.0002924070074990581,0.0001124620126312102,0.3846064736499135,0.0
lifecycle_stage,0.0,0.0,0.0,0.0
behavior_amt_recent_3m_X_time_days_since_account_open,0.0,0.0,0.0,0.0
rfm_frequency_count_3m,0.0,0.0,0.0,0.0
rfm_monetary_value_3m_DIV_behavior_amt_recent,0.0,0.0,0.0,0.0
rfm_monetary_value,0.00015481965801269262,0.00014225418223762752,0.9188320477617732,0.0
behavior_amt_recent_6m_X_behavior_amt_recent,0.0,0.0,0.0,0.0
mobile_eft_all_cnt_mean_12m,0.006653080948930083,0.0014012922454780723,0.21062302497317373,1.0
rfm_f_score,0.0,0.0,0.0,0.0
behavior_amt_previous_X_time_days_since_account_open,0.00041750103391341106,0.00026748746584972886,0.6406854197630212,0.0
mobile_eft_all_amt_sum_12m,0.0008685118178996915,0.000434749450379239,0.5005676846895427,0.2
behavior_amt_previous_3m_DIV_behavior_amt_recent,0.00014375569958086388,0.00022139542282439484,1.540070295644613,0.0
rfm_monetary_value_3m_DIV_behavior_amt_previous_1m,0.0005905574491637241,0.00041341010531672535,0.7000324961943151,0.2
active_product_category_nbr_min_12m,0.05024689343219559,0.004084772854480503,0.08129403619148239,1.0
eft_cnt_vol_spike_6m,0.0025802861004174662,0.000980000293178968,0.3798028107106427,1.0
behavior_products_recent,0.00012181825337964254,0.0001640105434030974,1.3463433640655158,0.0
behavior_products_previous_6m,0.004844144230671921,0.0007530202942068838,0.15544957022323502,1.0
lifecycle_tenure_days_DIV_behavior_amt_recent_1m,0.00035760945208532897,0.00021988135281954323,0.6148627690755459,0.0
cc_amt_collapse_3v12,0.0007775365675089226,0.00032046133634955316,0.4121490069942836,0.2
mobile_eft_all_amt_std_6m,0.0012423201799197656,0.00047262796777774145,0.38043943500042865,0.6
active_months_3m,0.0,0.0,0.0,0.0
rfm_monetary_value_DIV_behavior_amt_recent_3m,0.0008753079562406334,0.00017869409279327,0.20414973652359697,0.2
time_days_since_peak_activity,3.949909106275565e-05,7.89981821255113e-05,1.9999493672053357,0.0
time_days_since_account_open_X_rfm_monetary_delta_3m,7.971522255275237e-05,6.763754587927931e-05,0.8484790637755073,0.0
cc_amt_vol_spike_3v12,0.002601812988232776,0.0010250451052545317,0.3939732470847275,1.0
mobile_eft_all_amt_trend_min,0.006559716881601523,0.0016645431229698865,0.2537522425527691,1.0
rfm_avg_transaction_value_6m,0.0,0.0,0.0,0.0
active_product_category_nbr_trend_min,0.00012890596510341666,7.769494690200348e-05,0.6027210929965816,0.0
lifecycle_amt_trend_6m,0.0004732513013356187,0.00024088507728969183,0.5089992729245328,0.0
mobile_eft_all_amt_sum_3m,0.000682485848917653,0.00016825874989538053,0.2465377174112877,0.0
time_days_since_account_open_X_behavior_amt_previous_1m,0.002049605646297613,0.0007326862132494173,0.357476501441354,0.8
active_product_category_nbr_mean_12m,0.04538988963498529,0.0036644367368230094,0.08073244252319395,1.0
cc_amt_recency_intensity,0.0012223821670476107,0.0006834455674302707,0.5591091123096684,0.6
days_since_last_eft,0.0003730234217412897,0.00013928037931516598,0.37338139595525893,0.0
